ID,cosecha,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Columna1,Columna2,Columna3
847,2022,13,0.47,NA,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,C,,,
848,2022,12.7,0.6,NA,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,D,,,
849,2022,9,0.44,NA,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,D,,,
850,2022,9,0.54,NA,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,D,,,
851,2022,7.6,0.29,NA,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,C,,,
852,2022,13,0.47,NA,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,C,,,
853,2022,12.7,0.6,NA,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,D,,,
854,2022,8.7,0.7,NA,2.5,0.226,5,15,0.9991,3.32,0.6,9,C,,,
855,2022,8.7,0.7,NA,2.5,0.226,5,15,0.9991,3.32,0.6,9,C,,,
856,2022,9.8,0.5,NA,2.6,0.25,5,20,0.999,3.31,0.79,10.7,C,,,
857,2022,6.2,0.36,NA,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,C,,,
858,2022,11.5,0.35,NA,3.3,0.07,10,37,1.0003,3.32,0.91,11,C,,,
859,2022,6.2,0.36,NA,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,C,,,
860,2022,10.2,0.24,NA,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,D,,,
861,2022,10.5,0.59,NA,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,E,,,
862,2022,10.6,0.34,NA,3.2,0.078,20,78,0.9992,3.19,0.7,10,C,,,
863,2022,12.3,0.27,NA,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,C,,,
864,2022,9.9,0.5,NA,2.3,0.103,6,14,0.9978,3.34,0.52,10,E,,,
865,2022,8.8,0.44,NA,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,D,,,
866,2022,8.8,0.47,NA,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,D,,,
867,2022,10.6,0.31,NA,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,C,,,
868,2022,12.3,0.5,NA,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,D,,,
869,2022,12.3,0.5,NA,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,D,,,
870,2022,11.7,0.49,NA,2.2,0.083,5,15,1,3.19,0.43,9.2,D,,,
871,2022,12,0.28,NA,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,B,,,
872,2022,11.8,0.33,NA,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,B,,,
873,2022,7.6,0.51,NA,2.4,0.091,8,38,0.998,3.47,0.66,9.6,C,,,
874,2022,11.1,0.31,NA,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,B,,,
875,2022,7.3,0.73,NA,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,D,,,
876,2022,5,0.42,NA,2,0.06,19,50,0.9917,3.72,0.74,14,A,,,
877,2022,10.2,0.29,NA,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,B,,,
878,2022,9,0.45,NA,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,D,,,
879,2022,6.6,0.39,NA,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,C,,,
880,2022,9,0.45,NA,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,D,,,
881,2022,9.9,0.49,NA,3.5,0.094,9,43,1.0004,3.29,0.58,9,D,,,
882,2022,7.9,0.72,NA,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,D,,,
883,2022,8.9,0.595,NA,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,D,,,
884,2022,12.4,0.4,NA,2,0.059,6,24,0.9994,3.04,0.6,9.3,C,,,
885,2022,11.9,0.58,NA,1.9,0.071,5,18,0.998,3.09,0.63,10,C,,,
886,2022,8.5,0.585,NA,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,C,,,
887,2022,12.7,0.59,NA,2.3,0.082,11,22,1,3,0.7,9.3,C,,,
888,2022,8.2,0.915,NA,2.1,0.088,7,23,0.9962,3.26,0.47,10,E,,,
889,2022,13.2,0.46,NA,2.2,0.071,12,35,1.0006,3.1,0.56,9,C,,,
890,2022,7.7,0.835,NA,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,D,,,
891,2022,13.2,0.46,NA,2.2,0.071,12,35,1.0006,3.1,0.56,9,C,,,
892,2022,8.3,0.58,NA,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,C,,,
893,2022,8.3,0.6,NA,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,C,,,
894,2022,9.4,0.41,NA,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,B,,,
895,2022,8.8,0.48,NA,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,C,,,
896,2022,10.1,0.65,NA,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,C,,,
897,2022,6.3,0.36,NA,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,C,,,
898,2022,8.8,0.24,NA,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,D,,,
899,2022,13.2,0.38,NA,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,D,,,
900,2022,7.5,0.64,NA,2.4,0.077,18,29,0.9965,3.32,0.6,10,C,,,
901,2022,8.2,0.39,NA,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,D,,,
902,2022,9.2,0.755,NA,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,C,,,
903,2022,9.6,0.6,NA,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,D,,,
904,2022,9.6,0.6,NA,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,D,,,
905,2022,11.5,0.31,NA,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,C,,,
906,2022,11.4,0.46,NA,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,D,,,
907,2022,11.3,0.37,NA,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,D,,,
908,2022,8.3,0.54,NA,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,D,,,
909,2022,8.2,0.56,NA,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,D,,,
910,2022,10,0.58,NA,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,D,,,
911,2022,7.9,0.51,NA,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,C,,,
912,2022,6.8,0.69,NA,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,D,,,
913,2022,6.8,0.69,NA,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,D,,,
914,2022,8.8,0.6,NA,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,D,,,
915,2022,8.8,0.6,NA,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,D,,,
916,2022,8.7,0.54,NA,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,C,,,
917,2022,7.6,0.685,NA,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,D,,,
918,2022,8.7,0.54,NA,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,C,,,
919,2022,10.4,0.28,NA,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,D,,,
920,2022,7.6,0.41,NA,3,0.087,21,43,0.9964,3.32,0.57,10.5,C,,,
921,2022,10.1,0.935,NA,3.4,0.105,11,86,1.001,3.43,0.64,11.3,E,,,
922,2022,7.9,0.35,NA,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,D,,,
923,2022,8.7,0.84,NA,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,D,,,
924,2022,9.6,0.88,NA,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,D,,,
925,2022,9.5,0.885,NA,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,D,,,
926,2022,7.7,0.915,NA,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,B,,,
927,2022,8.9,0.29,NA,1.9,0.067,25,57,0.997,3.18,1.36,10.3,C,,,
928,2022,9.9,0.54,NA,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,D,,,
929,2022,9.5,0.59,NA,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,D,,,
930,2022,9.9,0.54,NA,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,D,,,
931,2022,9.5,0.59,NA,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,D,,,
932,2022,9.9,0.54,NA,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,D,,,
933,2022,7.8,0.64,NA,6,0.115,5,11,0.9984,3.37,0.69,10.1,B,,,
934,2022,7.3,0.67,NA,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,D,,,
935,2022,8.3,0.845,NA,2.2,0.07,5,14,0.9967,3.32,0.58,11,E,,,
936,2022,8.7,0.48,NA,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,B,,,
937,2022,6.7,0.42,NA,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,C,,,
938,2022,10.7,0.43,NA,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,D,,,
939,2022,9.8,0.88,NA,2.5,0.104,35,155,1.001,3.41,0.67,11.2,D,,,
940,2022,15.9,0.36,NA,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,D,,,
941,2022,9.4,0.33,NA,2.8,0.079,9,30,0.9976,3.12,0.54,12,C,,,
942,2022,8.6,0.47,NA,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,D,,,
943,2022,9.7,0.55,NA,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,D,,,
944,2022,10.7,0.43,NA,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,D,,,
945,2022,12,0.5,NA,1.4,0.073,23,42,0.998,2.92,0.68,10.5,B,,,
946,2022,7.2,0.52,NA,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,C,,,
947,2022,7.1,0.84,NA,4.4,0.096,5,13,0.997,3.41,0.57,11,E,,,
948,2022,7.2,0.52,NA,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,C,,,
949,2022,7.5,0.42,NA,1.6,0.08,15,42,0.9978,3.31,0.64,9,D,,,
950,2022,7.2,0.57,NA,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,C,,,
951,2022,10.1,0.28,NA,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,C,,,
952,2022,12.1,0.4,NA,2,0.092,15,54,1,3.03,0.66,10.2,D,,,
953,2022,9.4,0.59,NA,2,0.084,25,48,0.9981,3.14,0.56,9.7,D,,,
954,2022,8.3,0.49,NA,1.8,0.222,6,16,0.998,3.18,0.6,9.5,C,,,
955,2022,11.3,0.34,NA,2,0.082,6,15,0.9988,2.94,0.66,9.2,C,,,
956,2022,10,0.73,NA,2.3,0.059,15,31,0.9966,3.15,0.57,11,D,,,
957,2022,11.3,0.34,NA,2,0.082,6,15,0.9988,2.94,0.66,9.2,C,,,
958,2022,6.9,0.4,NA,2.5,0.083,30,45,0.9959,3.26,0.58,10,D,,,
959,2022,8.2,0.73,NA,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,D,,,
960,2022,9.8,1.24,NA,2,0.079,32,151,0.998,3.15,0.53,9.5,D,,,
961,2022,8.2,0.73,NA,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,D,,,
962,2022,10.8,0.4,NA,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,C,,,
963,2022,9.3,0.41,NA,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,D,,,
964,2022,10.8,0.4,NA,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,C,,,
965,2022,8.6,0.8,NA,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,D,,,
966,2022,8.3,0.78,NA,2.6,0.081,45,87,0.9983,3.48,0.53,10,D,,,
967,2022,10.8,0.26,NA,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,D,,,
968,2022,13.3,0.43,NA,1.9,0.07,15,40,1.0004,3.06,0.49,9,D,,,
969,2022,8,0.45,NA,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,C,,,
970,2022,8.5,0.46,NA,2.25,0.078,32,58,0.998,3.33,0.54,9.8,D,,,
971,2022,8.1,0.78,NA,2.6,0.059,5,15,0.997,3.37,0.56,11.3,D,,,
972,2022,9.8,0.98,NA,2.3,0.078,35,152,0.998,3.25,0.48,9.4,D,,,
973,2022,8.1,0.78,NA,2.6,0.059,5,15,0.997,3.37,0.56,11.3,D,,,
974,2022,7.1,0.65,NA,1.8,0.07,13,40,0.997,3.44,0.6,9.1,D,,,
975,2022,9.1,0.64,NA,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,D,,,
976,2022,7.7,0.66,NA,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,D,,,
977,2022,8.1,0.38,NA,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,D,,,
978,2022,7.4,1.185,NA,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,,,
979,2022,9.2,0.92,NA,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,D,,,
980,2022,8.6,0.49,NA,2,0.422,16,62,0.9979,3.03,1.17,9,D,,,
981,2022,9,0.48,NA,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,D,,,
982,2022,9,0.47,NA,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,D,,,
983,2022,5.1,0.47,NA,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,C,,,
984,2022,7,0.65,NA,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,C,,,
985,2022,7,0.65,NA,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,C,,,
986,2022,9.4,0.615,NA,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,D,,,
987,2022,11.8,0.38,NA,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,C,,,
988,2022,10.6,1.02,NA,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,C,,,
989,2022,7,0.65,NA,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,C,,,
990,2022,7,0.64,NA,2.1,0.067,9,23,0.997,3.47,0.67,9.4,C,,,
991,2022,7.5,0.38,NA,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,E,,,
992,2022,9.1,0.765,NA,1.6,0.078,4,14,0.998,3.29,0.54,9.7,E,,,
993,2022,8.4,1.035,NA,6,0.073,11,54,0.999,3.37,0.49,9.9,D,,,
994,2022,7,0.78,NA,2,0.093,10,19,0.9956,3.4,0.47,10,D,,,
995,2022,7.4,0.49,NA,3,0.077,16,37,0.9966,3.37,0.51,10.5,D,,,
996,2022,7.8,0.545,NA,2.5,0.068,11,35,0.996,3.34,0.61,11.6,C,,,
997,2022,9.7,0.31,NA,1.6,0.062,13,33,0.9983,3.27,0.66,10,C,,,
998,2022,10.6,1.025,NA,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,D,,,
999,2022,8.9,0.565,NA,3,0.093,16,112,0.9998,3.38,0.61,9.5,D,,,
1000,2022,8.7,0.69,NA,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,D,,,
1001,2022,8,0.43,NA,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,D,,,
1002,2022,9.9,0.74,NA,2.6,0.078,21,77,0.998,3.28,0.51,9.8,D,,,
1003,2022,7.2,0.49,NA,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,C,,,
1004,2022,8,0.43,NA,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,D,,,
1005,2022,7.6,0.46,NA,2.6,0.079,12,49,0.9968,3.21,0.57,10,D,,,
1006,2022,8.4,0.56,NA,2,0.082,10,22,0.9976,3.22,0.44,9.6,D,,,
1007,2022,7.1,0.66,NA,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,D,,,
1008,2022,8.4,0.56,NA,2,0.082,10,22,0.9976,3.22,0.44,9.6,D,,,
1009,2022,8.9,0.48,NA,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,D,,,
1010,2022,7.6,0.42,NA,2.7,0.084,15,48,0.9968,3.21,0.59,10,D,,,
1011,2022,7.1,0.31,NA,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,D,,,
1012,2022,7.5,1.115,NA,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,E,,,
1013,2022,9,0.66,NA,3,0.077,5,13,0.9976,3.29,0.55,10.4,D,,,
1014,2022,8.1,0.72,NA,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,C,,,
1015,2022,6.4,0.57,NA,1.8,0.067,4,11,0.997,3.46,0.68,9.5,D,,,
1016,2022,6.4,0.57,NA,1.8,0.067,4,11,0.997,3.46,0.68,9.5,D,,,
1017,2022,6.4,0.865,NA,3.2,0.071,27,58,0.995,3.61,0.49,12.7,C,,,
1018,2022,9.5,0.55,NA,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,D,,,
1019,2022,8.9,0.875,NA,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,D,,,
1020,2022,7.3,0.835,NA,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,D,,,
1021,2022,7,0.45,NA,2.7,0.082,16,72,0.998,3.55,0.6,9.5,D,,,
1022,2022,7.7,0.56,NA,2,0.075,9,39,0.9987,3.48,0.62,9.3,D,,,
1023,2022,7.7,0.965,NA,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,D,,,
1024,2022,7.7,0.965,NA,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,D,,,
1025,2022,8.2,0.59,NA,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,C,,,
1026,2022,9,0.46,NA,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,D,,,
1027,2022,9,0.69,NA,2.4,0.088,19,38,0.999,3.35,0.6,9.3,D,,,
1028,2022,8.3,0.76,NA,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,C,,,
1029,2022,9.2,0.53,NA,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,D,,,
1030,2022,6.5,0.615,NA,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,D,,,
1031,2022,11.6,0.41,NA,2.8,0.096,25,101,1.00024,3.13,0.53,10,D,,,
1032,2022,11.1,0.39,NA,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,D,,,
1033,2022,7.3,0.51,NA,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,C,,,
1034,2022,8.2,0.34,NA,2.5,0.08,12,57,0.9978,3.3,0.47,9,C,,,
1035,2022,8.6,0.33,NA,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,D,,,
1036,2022,7.2,0.5,NA,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,C,,,
1037,2022,7.3,0.51,NA,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,C,,,
1038,2022,8.3,0.65,NA,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,D,,,
1039,2022,8.3,0.65,NA,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,D,,,
1040,2022,7.6,0.54,NA,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,D,,,
1041,2022,8.3,0.65,NA,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,D,,,
1042,2022,7.8,0.48,NA,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,C,,,
1043,2022,7.8,0.91,NA,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,C,,,
1044,2022,6.3,0.98,NA,2,0.057,15,33,0.99488,3.6,0.46,11.2,C,,,
1045,2022,8.1,0.87,NA,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,D,,,
1046,2022,8.1,0.87,NA,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,D,,,
1047,2022,8.8,0.42,NA,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,D,,,
1048,2022,9,0.58,NA,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,D,,,
1049,2022,9.3,0.655,NA,2,0.096,5,35,0.99738,3.25,0.42,9.6,D,,,
1050,2022,8.8,0.7,NA,1.7,0.069,8,19,0.99701,3.31,0.53,10,C,,,
1051,2022,9.3,0.655,NA,2,0.096,5,35,0.99738,3.25,0.42,9.6,D,,,
1052,2022,9.1,0.68,NA,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,C,,,
1053,2022,9.2,0.67,NA,3,0.091,12,48,0.99888,3.31,0.54,9.5,C,,,
1054,2022,8.8,0.59,NA,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,D,,,
1055,2022,7.5,0.6,NA,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,D,,,
1056,2022,7.1,0.59,NA,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,C,,,
1057,2022,7.9,0.72,NA,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,D,,,
1058,2022,7.1,0.59,NA,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,C,,,
1059,2022,9.4,0.685,NA,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,D,,,
1060,2022,9.5,0.57,NA,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,D,,,
1061,2022,7.9,0.4,NA,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,C,,,
1062,2022,7.9,0.4,NA,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,C,,,
1063,2022,7.2,1,NA,3,0.102,7,16,0.99586,3.43,0.46,10,D,,,
1064,2022,6.9,0.765,NA,2.4,0.243,6,48,0.99612,3.4,0.6,10.3,C,,,
1065,2022,6.9,0.635,NA,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,C,,,
1066,2022,8.3,0.43,NA,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,D,,,
1067,2022,7.1,0.52,NA,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,D,,,
1068,2022,7,0.57,NA,2,0.19,12,45,0.99676,3.31,0.6,9.4,C,,,
1069,2022,6.5,0.46,NA,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,D,,,
1070,2022,9,0.82,NA,2.4,0.081,26,96,0.99814,3.36,0.53,10,D,,,
1071,2022,6.5,0.46,NA,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,D,,,
1072,2022,7.1,0.59,NA,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,D,,,
1073,2022,9.9,0.35,NA,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,D,,,
1074,2022,9.9,0.35,NA,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,D,,,
1075,2022,10,0.56,NA,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,C,,,
1076,2022,10,0.56,NA,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,C,,,
1077,2022,8.6,0.63,NA,2.9,0.099,21,119,0.998,3.09,0.52,9.3,D,,,
1078,2022,7.4,0.37,NA,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,C,,,
1079,2022,8.8,0.64,NA,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,D,,,
1080,2022,7.1,0.61,NA,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,C,,,
1081,2022,7.7,0.6,NA,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,D,,,
1082,2022,10.1,0.27,NA,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,C,,,
1083,2022,10.8,0.89,NA,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,D,,,
1084,2022,8.7,0.46,NA,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,D,,,
1085,2022,9.3,0.37,NA,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,B,,,
1086,2022,9.4,0.5,NA,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,C,,,
1087,2022,9.4,0.5,NA,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,C,,,
1088,2022,7.2,0.61,NA,4,0.082,26,108,0.99641,3.25,0.51,9.4,D,,,
1089,2022,8.6,0.55,NA,3.3,0.068,8,17,0.99735,3.23,0.44,10,D,,,
1090,2022,5.1,0.585,NA,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,B,,,
1091,2022,7.7,0.56,NA,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,C,,,
1092,2022,8.4,0.52,NA,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,C,,,
1093,2022,8.2,0.28,NA,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,B,,,
1094,2022,8.4,0.25,NA,2,0.041,4,10,0.99386,3.27,0.71,12.5,B,,,
1095,2022,8.2,0.28,NA,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,B,,,
1096,2022,7.4,0.53,NA,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,D,,,
1097,2022,7.6,0.48,NA,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,C,,,
1098,2022,7.3,0.49,NA,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,D,,,
1099,2022,12.9,0.5,NA,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,C,,,
1100,2022,10.8,0.45,NA,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,D,,,
1101,2022,6.9,0.39,NA,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,E,,,
1102,2022,12.6,0.41,NA,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,C,,,
1103,2022,10.8,0.45,NA,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,D,,,
1104,2022,9.8,0.51,NA,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,C,,,
1105,2022,10.8,0.29,NA,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,C,,,
1106,2022,7.1,0.715,NA,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,D,,,
1107,2022,9.1,0.66,NA,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,D,,,
1108,2022,7,0.685,NA,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,D,,,
1109,2022,4.9,0.42,NA,2.1,0.048,16,42,0.99154,3.71,0.74,14,B,,,
1110,2022,6.7,0.54,NA,2,0.076,15,36,0.9973,3.61,0.64,9.8,D,,,
1111,2022,6.7,0.54,NA,2,0.076,15,36,0.9973,3.61,0.64,9.8,D,,,
1112,2022,7.1,0.48,NA,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,D,,,
1113,2022,7.1,0.46,NA,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,D,,,
1114,2022,7.5,0.27,NA,2.3,0.05,4,8,0.9951,3.4,0.64,11,B,,,
1115,2022,7.1,0.46,NA,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,D,,,
1116,2022,7.8,0.57,NA,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,A,,,
1117,2022,5.9,0.61,NA,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,C,,,
1118,2022,7.5,0.685,NA,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,E,,,
1119,2022,5.9,0.61,NA,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,C,,,
1120,2022,10.4,0.44,NA,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,,,
1121,2022,11.6,0.47,NA,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,E,,,
1122,2022,8.8,0.685,NA,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,D,,,
1123,2022,7.6,0.665,NA,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,D,,,
1124,2022,6.7,0.28,NA,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,B,,,
1125,2022,6.7,0.28,NA,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,B,,,
1126,2022,10.1,0.31,NA,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,B,,,
